requested_MaxDepDepth, -1.0, requested_MaxDepLength, -1.0, requested_DiffWords, -1.0, requested_WordCount, -1.0, requested_Length, -1.0, requested_Leven, -1.0, requested_Grade, 1.0, input_avg_dependency_depth, 5.88, input_avg_dependency_length, 9.005, input_avg_difficult_words, 5.35, input_avg_word_count, 19.43, input_avg_length, 119.0775, input_avg_levenshtein, 0.6225803188265264, input_avg_grade, 9.945500000000006, output_avg_dependency_depth, 4.96, output_avg_dependency_length, 6.54, output_avg_difficult_words, 2.545, output_avg_word_count, 13.938333333333333, output_avg_length, 75.87083333333334, output_avg_levenshtein, 0.6225803188265264, output_avg_grade, 5.328000000000002, avg_MaxDepDepth_ratio, 0.8804999999999997, avg_MaxDepLength_ratio, 0.8257000000000005, avg_DiffWords_ratio, 0.5284000000000001, avg_WordCount_ratio, 0.7763499999999999, avg_Length_ratio, 0.6900000000000002, avg_Leven_ratio, 1.0, doc_level_difficult_words,421,doc_level_FRE,83.36,doc_level_FKGL,4.9,doc_level_CLI,7.06,doc_level_DCR,8.02,doc_level_ARI,6.5,doc_level_SI,7.9,doc_level_LWF,5.0,doc_level_GF,6.64,doc_level_TS,6th and 7th grade,Input_file_path,experiments/train_v3_and_val_v1.1_wo_line_46/grade_level/0_no_features/prompt_1_just_tgt_grade/filtered_wiki.valid.src-200_gpt-4o-2024-05-13_examples_0_temp_0_chain_False/maxdepdepth_-1_maxdeplength_-1_diffwordscount_-1_avgwordcount_-1_length_-1_leven_-1_grade_1/output.txt, count_examples_NOT_found_cases, 0, avg_difficult_words,2.545,std_difficult_words,1.7140522162408005,avg_FRE,81.67495,std_FRE,14.365561422983092,avg_FKGL,5.327999999999999,std_FKGL,2.657125514536338,avg_CLI,7.095,std_CLI,3.3405456141175502,avg_DCR,9.22565,std_DCR,2.1560017573044785,avg_ARI,6.8575,std_ARI,3.561227843033916,avg_SI,0.154,std_SI,1.0847506625948655,avg_LWF,6.84,std_LWF,3.05586139883485,avg_GF,7.108099999999999,std_GF,2.828579394325003,Input_file_path,experiments/train_v3_and_val_v1.1_wo_line_46/grade_level/0_no_features/prompt_1_just_tgt_grade/filtered_wiki.valid.src-200_gpt-4o-2024-05-13_examples_0_temp_0_chain_False/maxdepdepth_-1_maxdeplength_-1_diffwordscount_-1_avgwordcount_-1_length_-1_leven_-1_grade_1/output.txt, 
requested_MaxDepDepth, -1.0, requested_MaxDepLength, -1.0, requested_DiffWords, -1.0, requested_WordCount, -1.0, requested_Length, -1.0, requested_Leven, -1.0, requested_Grade, 2.0, input_avg_dependency_depth, 5.88, input_avg_dependency_length, 9.005, input_avg_difficult_words, 5.35, input_avg_word_count, 19.43, input_avg_length, 119.0775, input_avg_levenshtein, 0.6574621620477861, input_avg_grade, 9.945500000000006, output_avg_dependency_depth, 5.235, output_avg_dependency_length, 7.605, output_avg_difficult_words, 2.865, output_avg_word_count, 15.360416666666666, output_avg_length, 84.24666666666668, output_avg_levenshtein, 0.6574621620477861, output_avg_grade, 5.962500000000007, avg_MaxDepDepth_ratio, 0.9279000000000002, avg_MaxDepLength_ratio, 0.9477500000000002, avg_DiffWords_ratio, 0.5878000000000001, avg_WordCount_ratio, 0.84625, avg_Length_ratio, 0.7585, avg_Leven_ratio, 1.0, doc_level_difficult_words,472,doc_level_FRE,82.04,doc_level_FKGL,5.4,doc_level_CLI,7.53,doc_level_DCR,8.12,doc_level_ARI,7.2,doc_level_SI,8.3,doc_level_LWF,5.875,doc_level_GF,7.21,doc_level_TS,7th and 8th grade,Input_file_path,experiments/train_v3_and_val_v1.1_wo_line_46/grade_level/0_no_features/prompt_1_just_tgt_grade/filtered_wiki.valid.src-200_gpt-4o-2024-05-13_examples_0_temp_0_chain_False/maxdepdepth_-1_maxdeplength_-1_diffwordscount_-1_avgwordcount_-1_length_-1_leven_-1_grade_2/output.txt, count_examples_NOT_found_cases, 0, avg_difficult_words,2.865,std_difficult_words,1.8565492183079877,avg_FRE,79.54564999999998,std_FRE,14.32183590108126,avg_FKGL,5.9625,std_FKGL,2.7253153487257213,avg_CLI,7.5374,std_CLI,3.2490708271750552,avg_DCR,9.438099999999999,std_DCR,2.117146284506576,avg_ARI,7.727,std_ARI,3.6375501371115146,avg_SI,0.249,std_SI,1.4345379046926576,avg_LWF,7.716458333333333,std_LWF,3.457418798506176,avg_GF,7.669100000000001,std_GF,2.9548947849288987,Input_file_path,experiments/train_v3_and_val_v1.1_wo_line_46/grade_level/0_no_features/prompt_1_just_tgt_grade/filtered_wiki.valid.src-200_gpt-4o-2024-05-13_examples_0_temp_0_chain_False/maxdepdepth_-1_maxdeplength_-1_diffwordscount_-1_avgwordcount_-1_length_-1_leven_-1_grade_2/output.txt, 
requested_MaxDepDepth, -1.0, requested_MaxDepLength, -1.0, requested_DiffWords, -1.0, requested_WordCount, -1.0, requested_Length, -1.0, requested_Leven, -1.0, requested_Grade, 3.0, input_avg_dependency_depth, 5.88, input_avg_dependency_length, 9.005, input_avg_difficult_words, 5.35, input_avg_word_count, 19.43, input_avg_length, 119.0775, input_avg_levenshtein, 0.6716268994675303, input_avg_grade, 9.945500000000006, output_avg_dependency_depth, 5.455, output_avg_dependency_length, 8.355, output_avg_difficult_words, 3.055, output_avg_word_count, 16.63125, output_avg_length, 91.75750000000002, output_avg_levenshtein, 0.6716268994675303, output_avg_grade, 6.611000000000002, avg_MaxDepDepth_ratio, 0.9667000000000003, avg_MaxDepLength_ratio, 1.0286, avg_DiffWords_ratio, 0.6237999999999999, avg_WordCount_ratio, 0.9112000000000002, avg_Length_ratio, 0.8203500000000001, avg_Leven_ratio, 1.0, doc_level_difficult_words,503,doc_level_FRE,80.72,doc_level_FKGL,6.0,doc_level_CLI,8.06,doc_level_DCR,8.25,doc_level_ARI,8.1,doc_level_SI,8.8,doc_level_LWF,5.875,doc_level_GF,7.84,doc_level_TS,5th and 6th grade,Input_file_path,experiments/train_v3_and_val_v1.1_wo_line_46/grade_level/0_no_features/prompt_1_just_tgt_grade/filtered_wiki.valid.src-200_gpt-4o-2024-05-13_examples_0_temp_0_chain_False/maxdepdepth_-1_maxdeplength_-1_diffwordscount_-1_avgwordcount_-1_length_-1_leven_-1_grade_3/output.txt, count_examples_NOT_found_cases, 0, avg_difficult_words,3.055,std_difficult_words,1.860638331326107,avg_FRE,77.16435,std_FRE,14.044388722101791,avg_FKGL,6.610999999999999,std_FKGL,2.8371075058939876,avg_CLI,7.879850000000001,std_CLI,3.174521456456075,avg_DCR,9.5098,std_DCR,2.0554123576547845,avg_ARI,8.4985,std_ARI,3.7272037440955654,avg_SI,0.177,std_SI,1.2480268426600447,avg_LWF,8.590208333333333,std_LWF,3.760526377670123,avg_GF,8.30315,std_GF,3.115514817409797,Input_file_path,experiments/train_v3_and_val_v1.1_wo_line_46/grade_level/0_no_features/prompt_1_just_tgt_grade/filtered_wiki.valid.src-200_gpt-4o-2024-05-13_examples_0_temp_0_chain_False/maxdepdepth_-1_maxdeplength_-1_diffwordscount_-1_avgwordcount_-1_length_-1_leven_-1_grade_3/output.txt, 
requested_MaxDepDepth, -1.0, requested_MaxDepLength, -1.0, requested_DiffWords, -1.0, requested_WordCount, -1.0, requested_Length, -1.0, requested_Leven, -1.0, requested_Grade, 4.0, input_avg_dependency_depth, 5.88, input_avg_dependency_length, 9.005, input_avg_difficult_words, 5.35, input_avg_word_count, 19.43, input_avg_length, 119.0775, input_avg_levenshtein, 0.6920012388472232, input_avg_grade, 9.945500000000006, output_avg_dependency_depth, 5.545, output_avg_dependency_length, 8.68, output_avg_difficult_words, 3.35, output_avg_word_count, 17.264166666666668, output_avg_length, 96.43166666666666, output_avg_levenshtein, 0.6920012388472232, output_avg_grade, 7.0554999999999986, avg_MaxDepDepth_ratio, 0.9803999999999999, avg_MaxDepLength_ratio, 1.06745, avg_DiffWords_ratio, 0.6760999999999998, avg_WordCount_ratio, 0.9435499999999999, avg_Length_ratio, 0.8597999999999998, avg_Leven_ratio, 1.0, doc_level_difficult_words,538,doc_level_FRE,71.75,doc_level_FKGL,7.3,doc_level_CLI,8.47,doc_level_DCR,8.36,doc_level_ARI,8.7,doc_level_SI,9.3,doc_level_LWF,7.0,doc_level_GF,8.24,doc_level_TS,8th and 9th grade,Input_file_path,experiments/train_v3_and_val_v1.1_wo_line_46/grade_level/0_no_features/prompt_1_just_tgt_grade/filtered_wiki.valid.src-200_gpt-4o-2024-05-13_examples_0_temp_0_chain_False/maxdepdepth_-1_maxdeplength_-1_diffwordscount_-1_avgwordcount_-1_length_-1_leven_-1_grade_4/output.txt, count_examples_NOT_found_cases, 0, avg_difficult_words,3.35,std_difficult_words,2.019282050630867,avg_FRE,74.8969,std_FRE,14.191468648099816,avg_FKGL,7.055499999999999,std_FKGL,2.799833879000681,avg_CLI,8.3473,std_CLI,3.107815102286492,avg_DCR,9.79145,std_DCR,1.9242576224352081,avg_ARI,9.095,std_ARI,3.6472009815747746,avg_SI,0.179,std_SI,1.2641435836169876,avg_LWF,9.06375,std_LWF,3.756826910771908,avg_GF,8.88105,std_GF,3.059619322317729,Input_file_path,experiments/train_v3_and_val_v1.1_wo_line_46/grade_level/0_no_features/prompt_1_just_tgt_grade/filtered_wiki.valid.src-200_gpt-4o-2024-05-13_examples_0_temp_0_chain_False/maxdepdepth_-1_maxdeplength_-1_diffwordscount_-1_avgwordcount_-1_length_-1_leven_-1_grade_4/output.txt, 
requested_MaxDepDepth, -1.0, requested_MaxDepLength, -1.0, requested_DiffWords, -1.0, requested_WordCount, -1.0, requested_Length, -1.0, requested_Leven, -1.0, requested_Grade, 5.0, input_avg_dependency_depth, 5.88, input_avg_dependency_length, 9.005, input_avg_difficult_words, 5.35, input_avg_word_count, 19.43, input_avg_length, 119.0775, input_avg_levenshtein, 0.7003517262510885, input_avg_grade, 9.945500000000006, output_avg_dependency_depth, 5.8, output_avg_dependency_length, 9.34, output_avg_difficult_words, 3.615, output_avg_word_count, 18.3675, output_avg_length, 103.01916666666668, output_avg_levenshtein, 0.7003517262510885, output_avg_grade, 7.556000000000003, avg_MaxDepDepth_ratio, 1.0256, avg_MaxDepLength_ratio, 1.1250499999999994, avg_DiffWords_ratio, 0.7259500000000001, avg_WordCount_ratio, 1.0025499999999996, avg_Length_ratio, 0.9156000000000002, avg_Leven_ratio, 1.0, doc_level_difficult_words,585,doc_level_FRE,70.73,doc_level_FKGL,7.7,doc_level_CLI,8.52,doc_level_DCR,8.53,doc_level_ARI,9.2,doc_level_SI,9.7,doc_level_LWF,7.0,doc_level_GF,8.79,doc_level_TS,8th and 9th grade,Input_file_path,experiments/train_v3_and_val_v1.1_wo_line_46/grade_level/0_no_features/prompt_1_just_tgt_grade/filtered_wiki.valid.src-200_gpt-4o-2024-05-13_examples_0_temp_0_chain_False/maxdepdepth_-1_maxdeplength_-1_diffwordscount_-1_avgwordcount_-1_length_-1_leven_-1_grade_5/output.txt, count_examples_NOT_found_cases, 0, avg_difficult_words,3.615,std_difficult_words,2.113474627243015,avg_FRE,73.0562,std_FRE,14.398156325029952,avg_FKGL,7.556,std_FKGL,2.8901148766095788,avg_CLI,8.4729,std_CLI,3.019623252990346,avg_DCR,9.86505,std_DCR,1.7918948064827913,avg_ARI,9.5995,std_ARI,3.7525257827228846,avg_SI,0.2285,std_SI,1.4310268166599813,avg_LWF,9.800416666666667,std_LWF,3.878304124478178,avg_GF,9.380849999999999,std_GF,3.1555409643197474,Input_file_path,experiments/train_v3_and_val_v1.1_wo_line_46/grade_level/0_no_features/prompt_1_just_tgt_grade/filtered_wiki.valid.src-200_gpt-4o-2024-05-13_examples_0_temp_0_chain_False/maxdepdepth_-1_maxdeplength_-1_diffwordscount_-1_avgwordcount_-1_length_-1_leven_-1_grade_5/output.txt, 
requested_MaxDepDepth, -1.0, requested_MaxDepLength, -1.0, requested_DiffWords, -1.0, requested_WordCount, -1.0, requested_Length, -1.0, requested_Leven, -1.0, requested_Grade, 6.0, input_avg_dependency_depth, 5.88, input_avg_dependency_length, 9.005, input_avg_difficult_words, 5.35, input_avg_word_count, 19.43, input_avg_length, 119.0775, input_avg_levenshtein, 0.7155742340777103, input_avg_grade, 9.945500000000006, output_avg_dependency_depth, 5.78, output_avg_dependency_length, 9.285, output_avg_difficult_words, 3.67, output_avg_word_count, 18.183333333333334, output_avg_length, 103.08000000000001, output_avg_levenshtein, 0.7155742340777103, output_avg_grade, 7.7159999999999975, avg_MaxDepDepth_ratio, 1.0205500000000005, avg_MaxDepLength_ratio, 1.1463999999999996, avg_DiffWords_ratio, 0.7386999999999999, avg_WordCount_ratio, 0.9937999999999996, avg_Length_ratio, 0.9155000000000001, avg_Leven_ratio, 1.0, doc_level_difficult_words,604,doc_level_FRE,70.84,doc_level_FKGL,7.7,doc_level_CLI,8.87,doc_level_DCR,8.69,doc_level_ARI,9.5,doc_level_SI,9.9,doc_level_LWF,7.142857142857142,doc_level_GF,8.95,doc_level_TS,8th and 9th grade,Input_file_path,experiments/train_v3_and_val_v1.1_wo_line_46/grade_level/0_no_features/prompt_1_just_tgt_grade/filtered_wiki.valid.src-200_gpt-4o-2024-05-13_examples_0_temp_0_chain_False/maxdepdepth_-1_maxdeplength_-1_diffwordscount_-1_avgwordcount_-1_length_-1_leven_-1_grade_6/output.txt, count_examples_NOT_found_cases, 0, avg_difficult_words,3.67,std_difficult_words,2.1239350272548356,avg_FRE,71.72,std_FRE,14.803619658718606,avg_FKGL,7.715999999999999,std_FKGL,2.909268636616426,avg_CLI,8.824349999999999,std_CLI,3.091663238048413,avg_DCR,9.9772,std_DCR,1.8820510513798503,avg_ARI,9.85,std_ARI,3.742459084612683,avg_SI,0.233,std_SI,1.4591130867756616,avg_LWF,9.856666666666667,std_LWF,3.9002952167467755,avg_GF,9.56655,std_GF,3.276645479373684,Input_file_path,experiments/train_v3_and_val_v1.1_wo_line_46/grade_level/0_no_features/prompt_1_just_tgt_grade/filtered_wiki.valid.src-200_gpt-4o-2024-05-13_examples_0_temp_0_chain_False/maxdepdepth_-1_maxdeplength_-1_diffwordscount_-1_avgwordcount_-1_length_-1_leven_-1_grade_6/output.txt, 
requested_MaxDepDepth, -1.0, requested_MaxDepLength, -1.0, requested_DiffWords, -1.0, requested_WordCount, -1.0, requested_Length, -1.0, requested_Leven, -1.0, requested_Grade, 7.0, input_avg_dependency_depth, 5.88, input_avg_dependency_length, 9.005, input_avg_difficult_words, 5.35, input_avg_word_count, 19.43, input_avg_length, 119.0775, input_avg_levenshtein, 0.7287408348422997, input_avg_grade, 9.945500000000006, output_avg_dependency_depth, 5.78, output_avg_dependency_length, 9.23, output_avg_difficult_words, 3.92, output_avg_word_count, 18.3075, output_avg_length, 104.68583333333332, output_avg_levenshtein, 0.7287408348422997, output_avg_grade, 7.945, avg_MaxDepDepth_ratio, 1.0181500000000003, avg_MaxDepLength_ratio, 1.13, avg_DiffWords_ratio, 0.77875, avg_WordCount_ratio, 0.9970999999999998, avg_Length_ratio, 0.9261000000000001, avg_Leven_ratio, 1.0, doc_level_difficult_words,655,doc_level_FRE,70.73,doc_level_FKGL,7.7,doc_level_CLI,9.1,doc_level_DCR,8.87,doc_level_ARI,9.8,doc_level_SI,10.1,doc_level_LWF,6.0,doc_level_GF,9.16,doc_level_TS,9th and 10th grade,Input_file_path,experiments/train_v3_and_val_v1.1_wo_line_46/grade_level/0_no_features/prompt_1_just_tgt_grade/filtered_wiki.valid.src-200_gpt-4o-2024-05-13_examples_0_temp_0_chain_False/maxdepdepth_-1_maxdeplength_-1_diffwordscount_-1_avgwordcount_-1_length_-1_leven_-1_grade_7/output.txt, count_examples_NOT_found_cases, 0, avg_difficult_words,3.92,std_difficult_words,2.225668438918969,avg_FRE,70.2064,std_FRE,15.645270724407425,avg_FKGL,7.945,std_FKGL,3.02370220094506,avg_CLI,9.04095,std_CLI,3.228790732998966,avg_DCR,10.156350000000002,std_DCR,1.8904375624442082,avg_ARI,10.078499999999998,std_ARI,3.9201259864958424,avg_SI,0.18899999999999997,std_SI,1.3267927494526037,avg_LWF,9.99375,std_LWF,4.047160677389905,avg_GF,9.8475,std_GF,3.436697797304849,Input_file_path,experiments/train_v3_and_val_v1.1_wo_line_46/grade_level/0_no_features/prompt_1_just_tgt_grade/filtered_wiki.valid.src-200_gpt-4o-2024-05-13_examples_0_temp_0_chain_False/maxdepdepth_-1_maxdeplength_-1_diffwordscount_-1_avgwordcount_-1_length_-1_leven_-1_grade_7/output.txt, 
requested_MaxDepDepth, -1.0, requested_MaxDepLength, -1.0, requested_DiffWords, -1.0, requested_WordCount, -1.0, requested_Length, -1.0, requested_Leven, -1.0, requested_Grade, 8.0, input_avg_dependency_depth, 5.88, input_avg_dependency_length, 9.005, input_avg_difficult_words, 5.35, input_avg_word_count, 19.43, input_avg_length, 119.0775, input_avg_levenshtein, 0.7388808957043532, input_avg_grade, 9.945500000000006, output_avg_dependency_depth, 5.725, output_avg_dependency_length, 9.54, output_avg_difficult_words, 4.095, output_avg_word_count, 18.530833333333334, output_avg_length, 106.94583333333334, output_avg_levenshtein, 0.7388808957043532, output_avg_grade, 8.241000000000005, avg_MaxDepDepth_ratio, 1.016250000000001, avg_MaxDepLength_ratio, 1.15395, avg_DiffWords_ratio, 0.81595, avg_WordCount_ratio, 1.0047499999999998, avg_Length_ratio, 0.9423500000000005, avg_Leven_ratio, 1.0, doc_level_difficult_words,674,doc_level_FRE,70.53,doc_level_FKGL,7.8,doc_level_CLI,9.39,doc_level_DCR,8.99,doc_level_ARI,10.1,doc_level_SI,10.5,doc_level_LWF,7.142857142857142,doc_level_GF,9.43,doc_level_TS,8th and 9th grade,Input_file_path,experiments/train_v3_and_val_v1.1_wo_line_46/grade_level/0_no_features/prompt_1_just_tgt_grade/filtered_wiki.valid.src-200_gpt-4o-2024-05-13_examples_0_temp_0_chain_False/maxdepdepth_-1_maxdeplength_-1_diffwordscount_-1_avgwordcount_-1_length_-1_leven_-1_grade_8/output.txt, count_examples_NOT_found_cases, 0, avg_difficult_words,4.095,std_difficult_words,2.1945329799298983,avg_FRE,68.29755,std_FRE,16.111957438421317,avg_FKGL,8.241,std_FKGL,3.066646213699911,avg_CLI,9.381,std_CLI,3.2019920362174545,avg_DCR,10.303049999999999,std_DCR,1.9145639705948716,avg_ARI,10.413,std_ARI,3.843166793153792,avg_SI,0.1525,std_SI,1.241931459461431,avg_LWF,10.25875,std_LWF,4.096394057074262,avg_GF,10.164,std_GF,3.560943133497079,Input_file_path,experiments/train_v3_and_val_v1.1_wo_line_46/grade_level/0_no_features/prompt_1_just_tgt_grade/filtered_wiki.valid.src-200_gpt-4o-2024-05-13_examples_0_temp_0_chain_False/maxdepdepth_-1_maxdeplength_-1_diffwordscount_-1_avgwordcount_-1_length_-1_leven_-1_grade_8/output.txt, 
